brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,price_dollar,harddisk_gb,harddisk_imputed,cpu_family,ram_gb,graphics_type,cpu_weights,graphics_type_encoded,graphics_encoded,brand_encoded,performance_score,vfm_score
Dell,Vostro 3420 Laptop,14.0,Black,512 GB,Core i7,8 GB,Windows 11,Wifi & Bluetooth,Integrated,,,,$789.42 ,789.42,0.4838709677419355,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,7,0.4409957924263675,14.609269765848465
Dell,XPS 9320 Laptop,13.4,Gray,512 GB,Core i7,16 GB,Windows 11,Wifi & Bluetooth,Integrated,,,,"$1,647.30 ",1647.3,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,7.691304617299104
Hp,TPN-I140_799**AV,17.3,Black,512 GB,AMD Ryzen 7,12 GB,Windows 11,Numeric Keypad,Integrated,,,,$713.49 ,713.49,0.4838709677419355,False,Ryzen 7,0.21739130434782608,Integrated,0.8500000000000001,0,0.0,3,0.4427349228611502,16.227741373890208
Dell,G15 5521,15.6,Obsidian Black,1 TB,Intel Core i9,16 GB,Windows 11,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,"$1,828.44 ",1828.44,1.0,False,Core i9,0.30434782608695654,Unknown,1.0,1,0.0,7,0.5760869565217391,8.23966426962301
Dell,XPS 9730 Laptop,17.0,Platinum Silver,512 GB,Core i9,16 GB,Windows 11,,Integrated,NVIDIA GeForce RTX 4070,,,"$2,461.99 ",2461.99,0.4838709677419355,False,Core i9,0.30434782608695654,Integrated,1.0,0,0.0,7,0.5244740532959327,5.571086618952908
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude 5431 Laptop,14.0,Black,256 GB,Core i7,8 GB,Windows 11,,Integrated,Intel Integrated Graphics,,,$928.99 ,928.99,0.22580645161290322,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,7,0.41518934081346426,11.687923058891142
Dell,Alienware m15 R7 Laptop,15.6,Dark Side of the Moon,1000 GB,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3080,,,"$2,432.42 ",2432.42,0.9758064516129032,False,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,7,0.6606241234221599,7.102611342072393
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Dell,Inspiron,15.6,Black,1 TB,Core i5 Family,32 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,,$739.99 ,739.99,1.0,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.5830434782608697,20.60522108995096
Msi,GF75 Thin 10SER-257,17.3,Unknown,1 TB,Core i7,16 GB,Windows 10,,Dedicated,NVIDIA GeForce RTX 2060,2.6 GHz,4.2,"$1,999.00 ",1999.0,1.0,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,10,0.5360869565217392,7.0133358120212295
Hp,EliteBook x360 1040 G8,14.0,Silver,1 TB,Core i7,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,,"$2,799.00 ",2799.0,1.0,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,3,0.5360869565217392,5.008809677824379
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Latitude,15.6,Unknown,1 TB,Core i5,8 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,2.4 GHz,4.5,$885.99 ,885.99,1.0,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,7,0.452608695652174,13.359686319022407
Dell,XPS 9320 Laptop,13.4,Silver,1000 GB,Core i7,32 GB,Windows 11,,Integrated,Intel Integrated Graphics,,,"$1,865.99 ",1865.99,0.9758064516129032,False,Core i7,0.6521739130434783,Integrated,0.9,0,0.0,7,0.6206241234221599,8.69804255744386
Panasonic,FZ-G1 MK5,10.1,Silver,256,Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,,,"$1,999.00 ",1999.0,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,4,0.3751893408134643,4.908399296428326
Microsoft,Surface Laptop Go 2,12.4,Ice Blue,256 GB,Intel Core i5,8 GB,Windows 10,Fingerprint Power Button,Integrated,,,3.5,$689.99 ,689.99,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,5,0.3751893408134643,14.22033680714246
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Dell,Latitude 5520 Laptop,15.6,Black,256 GB,Core i5,32 GB,Windows 11,Wifi & Bluetooth,Integrated,,,,$910.99 ,910.99,0.22580645161290322,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.5056241234221599,14.5149774049357
Lenovo,81WE011UUS,15.6,Platinum Grey,512 GB,Core i3 Family,8 GB,Windows 10,,Integrated,Intel UHD Graphics,,,$549.99 ,549.99,0.4838709677419355,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,0,0.3609957924263675,17.16522635087543
Other,One Netbook T1,13.0,Black,1 TB,Core i7,16 GB,Windows 11,,"Integrated, Dedicated",Intel HD Graphics 620,,3.9,"$1,219.99 ",1219.99,1.0,False,Core i7,0.30434782608695654,Both,0.9,2,0.0,8,0.5360869565217392,11.491617380659216
Dell,Alienware X15 R2 Laptop,15.6,Lunar Light,1000 GB,Core i9,32 GB,Windows 11,,Integrated,NVIDIA GeForce RTX 3080 Ti,,,"$3,080.99 ",3080.99,0.9758064516129032,False,Core i9,0.6521739130434783,Integrated,1.0,0,0.0,7,0.6606241234221599,5.607461848523925
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Precision 7740 Laptop,17.3,Silver,1000 GB,Core i7,16 GB,Windows 10,Wifi & Bluetooth,Integrated,,,5.0,"$2,004.99 ",2004.99,0.9758064516129032,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.5336676016830295,6.960826596004586
Dell,Latitude 7320 Laptop,13.3,Black,512 GB,Core i5,16 GB,Windows 11,Wifi & Bluetooth,Integrated,,,,$900.89 ,900.89,0.4838709677419355,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,7,0.44447405329593276,12.902588159661837
Hp,15-EF2127WM,15.6,Silver,1 TB,Ryzen 5,20 GB,Windows 11,Anti-glare,Integrated,,,,$889.99 ,889.99,1.0,False,Ryzen 5,0.3913043478260869,Integrated,0.75,0,0.0,3,0.49782608695652175,14.628328738089422
Dell,Precision 7740 Laptop,17.3,Silver,1000 GB,Core i7,32 GB,Windows 10,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,,4.5,"$2,808.99 ",2808.99,0.9758064516129032,False,Core i7,0.6521739130434783,Dedicated,0.9,2,1.0,7,0.8706241234221599,8.10555377110947
Dell,Precision 5760 Laptop,17.0,Silver,512 GB,Core i5,16 GB,Windows 10,Wifi & Bluetooth,Integrated,,,,"$1,929.99 ",1929.99,0.4838709677419355,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,7,0.44447405329593276,6.022732059315206
Dell,XPS 9710 Laptop,17.0,Platinum Silver,1000 GB,Core i7,16 GB,Windows 10,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,"$2,178.99 ",2178.99,0.9758064516129032,False,Core i7,0.30434782608695654,Dedicated,0.9,2,0.5,7,0.6586676016830295,7.905207111824882
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512 GB,Core i7,32 GB,Windows 10,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,"$1,999.99 ",1999.99,0.4838709677419355,False,Core i7,0.6521739130434783,Dedicated,0.9,2,0.5,7,0.6964305750350631,9.106514702068663
Dell,Latitude 7310 Laptop,13.0,Black,128 GB,Core i7,16 GB,Windows 10,Wifi & Bluetooth,Integrated,,,,"$1,606.99 ",1606.99,0.0967741935483871,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.4457643758765779,7.2542809550536065
Lenovo,E15,15.6,Black,,Core i5,8 GB,Windows 10,,Integrated,AMD Radeon R5,2.4 GHz,1.0,$290.98 ,290.98,0.9758064516129032,True,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,0,0.4501893408134643,40.46078050135219
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Acer,Unknown Model,15.6,Unknown,1 TB,Unknown,16 GB,Windows 10,,Dedicated,NVIDIA GeForce RTX 4060,,,"$1,729.98 ",1729.98,1.0,False,Unknown,0.30434782608695654,Unknown,0.0,1,0.0,1,0.17608695652173914,2.6618788933738555
Hp,hp 15 pentium,15.6,Black,500 GB,Pentium N3540,4 GB,Windows 10,Numeric Keypad,Integrated,,,4.0,$449.99 ,449.99,0.4717741935483871,False,Pentium,0.043478260869565216,Integrated,0.35000000000000003,0,0.0,3,0.19804698457223002,11.509794228732437
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Hp,HP Spectre,13.3,Natural Silver,512 GB,Core i7,8 GB,Windows 10,,Integrated,Intel Iris Plus,,4.2,"$1,899.00 ",1899.0,0.4838709677419355,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,3,0.4409957924263675,6.0731172925519195
Samsung,Samsung Chromebook,11.6,Unknown,,Celeron,4 GB,Chrome OS,,Integrated,Intel HD Graphics 400,,4.1,$289.00 ,289.0,0.0,True,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,2,0.1108695652173913,10.032673742829854
Lenovo,Unknown Model,15.6,Unknown,,Core i7,12 GB,Windows 10,,Integrated,Intel UHD Graphics 620,,3.9,$499.00 ,499.0,0.9758064516129032,True,Core i7,0.21739130434782608,Integrated,0.9,0,0.0,0,0.5119284712482469,26.829397871669098
Lenovo,Lenovo Ideapad,14.0,Unknown,32 GB,Celeron,2 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 500,,3.4,$239.00 ,239.0,0.0,False,Celeron,0.0,Integrated,0.25,0,0.0,0,0.1,10.942190888274679
Dell,Dell Inspiron i3000,11.6,grey,32 GB,AMD A Series,4 GB,Windows 10,Anti-glare,Dedicated,,,3.4,$299.00 ,299.0,0.0,False,AMD A Series,0.043478260869565216,Unknown,0.4,1,0.0,7,0.17086956521739133,14.944992926610091
Alienware,Alienware m 17,17.0,Silver,512 GB,Core i7 Family,16 GB,Windows 10,,Dedicated,NVIDIA GeForce RTX 2070,,4.0,"$1,699.95 ",1699.95,0.4838709677419355,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,12,0.48447405329593274,7.453093382791735
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Asus,GL703GS-DS74,17.3,Black,1000 GB,Intel Core i7,16 GB,Windows 10,,Dedicated,NVIDIA GeForce GTX 1070,,3.8,"$2,299.00 ",2299.0,0.9758064516129032,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,6,0.5336676016830295,6.070634065560347
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Dell,Unknown Model,15.6,Red,1 TB,Intel Core i7-5850HQ,8 GB,Windows 10,"Anti-glare,Backlit Keyboard",Dedicated,NVIDIA GeForce GTX 1050 Ti,,4.0,$799.00 ,799.0,1.0,False,Core i7,0.13043478260869565,Unknown,0.9,1,0.0,7,0.4926086956521739,16.12343170301592
Dell,XPS9560,15.6,Silver,256 GB,Unknown,8 GB,Windows 10,,Dedicated,NVIDIA GeForce GTX 1050,3.5 GHz,3.5,"$1,499.81 ",1499.81,0.22580645161290322,False,Unknown,0.13043478260869565,Unknown,0.0,1,0.0,7,0.05518934081346424,0.9623236291315223
Hp,HP,15.6,Dark Ash,512 GB,Intel Core i7,16 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,,,4.2,"$1,999.00 ",1999.0,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,3,0.48447405329593274,6.338112104090452
Alienware,Alienware M15,15.6,Epic Silver,128 GB,Core i7 8750H,16 GB,Windows 10,Anti-glare,Dedicated,,,4.1,"$1,599.95 ",1599.95,0.0967741935483871,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,12,0.4457643758765779,7.286200788750645
Asus,VivoBook S15 S530,15.6,Unknown,256 GB,Intel Core i5,8 GB,Windows 10,Nanoedge Bezel,Integrated,Intel UHD Graphics 630,,4.0,"$1,399.00 ",1399.0,0.22580645161290322,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,6,0.3751893408134643,7.01350264014312
Lenovo,Unknown Model,12.5,Unknown,128 GB,Unknown,8 GB,Windows 10,Fingerprint Reader,Integrated,Intel HD Graphics 520,"2.5, 3.1 GHz",3.7,$419.00 ,419.0,0.0967741935483871,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,0,0.042286115007012626,2.6392829455115567
Acer,Acer Aspire,15.6,"Black,Silver,Grey",256 GB,Unknown,8 GB,Windows 11,Backlit Kb,Dedicated,AMD Radeon Graphics 5500,,4.0,$659.98 ,659.98,0.22580645161290322,False,Unknown,0.13043478260869565,Unknown,0.0,1,0.0,1,0.05518934081346424,2.1868883939024646
Dell,Latitude,15.6,Black,1 TB,Core i5,16 GB,Windows 10,,Integrated,Intel Iris Xe Graphics,,4.0,"$1,373.29 ",1373.29,1.0,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,7,0.4960869565217392,9.447083164744065
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Dell,Dell XPS,17.0,Unknown,1 TB,Core I7 11800H,32 GB,Windows 10,,Dedicated,NVIDIA GeForce RTX 3060,2.3 GHz,3.7,"$2,897.00 ",2897.0,1.0,False,Core i7,0.6521739130434783,Unknown,0.9,1,0.0,7,0.6230434782608696,5.624346221357221
Acer,Unknown Model,15.6,Black,128 GB,Core I3 1115G4,4 GB,Chrome OS,,Integrated,Intel UHD Graphics,4.1 GHz,5.0,$415.98 ,415.98,0.0967741935483871,False,Core i3,0.043478260869565216,Integrated,0.7000000000000001,0,0.0,1,0.30054698457223006,18.89479185980672
Alienware,Alienware 15,15.6,Epic Silver,1 TB,Core i7,16 GB,Windows 10,Backlit Keyboard,Integrated,NVIDIA GeForce GTX 1060 OC,,4.1,"$2,099.00 ",2099.0,1.0,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,12,0.5360869565217392,6.6792083316962545
Dell,Dell XPS,15.6,Silver,256 GB,Core i7,16 GB,Windows 10,Anti Glare,"Integrated, Dedicated",NVIDIA GeForce GTX 1050 Ti,,4.0,$849.95 ,849.95,0.22580645161290322,False,Core i7,0.30434782608695654,Both,0.9,2,0.0,7,0.4586676016830295,14.112594858521089
Lenovo,Lenovo Ideapad,11.6,Unknown,32 GB,Celeron,32 GB,Windows 10,,Integrated,Intel HD Graphics 400,,3.5,$320.00 ,320.0,0.0,False,Celeron,0.6521739130434783,Integrated,0.25,0,0.0,0,0.2630434782608696,21.497093634376053
Acer,Unknown Model,15.6,Unknown,256 GB,Unknown,8 GB,Windows 11,Anti Glare Coating,Integrated,AMD Radeon Graphics 5500,,4.0,$511.92 ,511.92,0.22580645161290322,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,1,0.05518934081346424,2.8193909247690034
Msi,Prestige 15 A10SC-011,15.6,grey,512 GB,Intel Core i7,16 GB,Windows 10,"Anti-glare,Thin Bezel",Dedicated,,,4.2,"$2,399.00 ",2399.0,0.4838709677419355,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,10,0.48447405329593274,5.281319756597254
Lenovo,Lenovo_i3_8GB_Red,15.6,Coral Red,1 TB,Core i3 Family,8 GB,Windows 10,,Integrated,Intel UHD Graphics 620,,4.1,$458.80 ,458.8,1.0,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,0,0.41260869565217395,23.51890809257106
Hp,HP,14.0,Silver,128 GB,Core i3,4 GB,Windows 10,,Integrated,Intel UHD Graphics 620,,4.4,$439.00 ,439.0,0.0967741935483871,False,Core i3,0.043478260869565216,Integrated,0.7000000000000001,0,0.0,3,0.30054698457223006,17.903998901691114
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Asus,GL703GM-DS74,17.3,Unknown,1000 GB,Intel Core i7,16 GB,Windows 10,,Dedicated,NVIDIA GeForce GTX 1060,2.2 GHz,4.2,"$1,999.00 ",1999.0,0.9758064516129032,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,6,0.5336676016830295,6.981684700711975
Lenovo,20GB000LUS,11.6,Black,128 GB,Celeron,8 GB,Windows 10,,Integrated,Intel HD Graphics 520,,3.5,$224.99 ,224.99,0.0967741935483871,False,Celeron,0.13043478260869565,Integrated,0.25,0,0.0,0,0.14228611500701263,16.538704726730035
Asus,ASUS ZenBook,13.9,Silver Blue,512 GB,8032,16 GB,Windows 10,,Dedicated,NVIDIA GeForce MX150,,4.2,"$1,699.00 ",1699.0,0.4838709677419355,False,Unknown,0.30434782608695654,Unknown,0.0,1,0.0,6,0.1244740532959327,1.9159653065363613
